"","control","treatment","variance","levels","groups","sampled_numbers","repeats","diff","label"
"1699",3.07692307692308,2.75,2.13174727864437,5,2,134,100,0.326923076923077,"rand"
"1700",2.85897435897436,2.98214285714286,2.11222085063405,5,2,134,100,0.123168498168498,"rand"
"1701",3.03614457831325,3.11864406779661,1.90989911097792,5,2,142,100,0.0824994894833573,"rand"
"1702",2.97590361445783,2.98305084745763,1.76550794126461,5,2,142,100,0.00714723299979569,"rand"
"1703",2.90361445783133,2.88135593220339,2.06677654579962,5,2,142,100,0.0222585256279357,"rand"
"1704",3.08433734939759,2.77966101694915,2.09749275796624,5,2,142,100,0.304676332448438,"rand"
"1705",3.03614457831325,3.08474576271186,2.15283188492658,5,2,142,100,0.0486011843986116,"rand"
"1706",2.92771084337349,3,1.95564878633503,5,2,142,100,0.072289156626506,"rand"
"1707",2.92771084337349,3.10169491525424,2.02836879432624,5,2,142,100,0.173984071880743,"rand"
"1708",2.83132530120482,3.16949152542373,1.78643492158626,5,2,142,100,0.338166224218909,"rand"
"1709",2.97590361445783,2.77966101694915,2.08096094296274,5,2,142,100,0.196242597508679,"rand"
"1710",2.80722891566265,2.94915254237288,1.86140245729697,5,2,142,100,0.141923626710231,"rand"
"1711",3.09638554216867,3.30508474576271,1.86694635900509,5,2,142,100,0.208699203594037,"rand"
"1712",2.96385542168675,3.03389830508475,2.07796423933673,5,2,142,100,0.0700428833979987,"rand"
"1713",3.32530120481928,3.05084745762712,2.09689341724103,5,2,142,100,0.274453747192159,"rand"
"1714",2.69879518072289,3.16949152542373,1.85401058835281,5,2,142,100,0.470696344700837,"rand"
"1715",2.91566265060241,3.13559322033898,2.13470182798921,5,2,142,100,0.219930569736574,"rand"
"1716",3.09638554216867,2.67796610169492,2.21381480371591,5,2,142,100,0.418419440473759,"rand"
"1717",2.97590361445783,3.11864406779661,1.93492158625512,5,2,142,100,0.142740453338779,"rand"
"1718",2.96385542168675,3.03389830508475,1.97867345919489,5,2,142,100,0.0700428833979987,"rand"
"1719",2.90361445783133,2.72881355932203,2.07052242533213,5,2,142,100,0.174800898509292,"rand"
"1720",3.02409638554217,3.3728813559322,2.02796923384277,5,2,142,100,0.348784970390035,"rand"
"1721",2.93975903614458,3.08474576271186,2.05673758865248,5,2,142,100,0.144986726567286,"rand"
"1722",3.06024096385542,3.15254237288136,2.23134551992808,5,2,142,100,0.0923014090259344,"rand"
"1723",3.02409638554217,3.03389830508475,1.91409449605434,5,2,142,100,0.00980191954257714,"rand"
"1724",2.97590361445783,3.06779661016949,2.05653780841075,5,2,142,100,0.0918929957116599,"rand"
"1725",2.89156626506024,3.01694915254237,2.06772550194786,5,2,142,100,0.125382887482132,"rand"
"1726",3.34939759036145,2.96610169491525,1.97068224952552,5,2,142,100,0.383295895446191,"rand"
"1727",2.86746987951807,3.06779661016949,2.34507042253521,5,2,142,100,0.200326730651419,"rand"
"1728",3.04819277108434,2.86440677966102,2.26870442513235,5,2,142,100,0.183785991423321,"rand"
"1729",3.26506024096386,2.91525423728814,1.77989211866946,5,2,142,100,0.34980600367572,"rand"
"1730",2.78313253012048,3.01694915254237,1.97847367895315,5,2,142,100,0.233816622421891,"rand"
"1731",2.98795180722892,2.94915254237288,1.89991009889122,5,2,142,100,0.038799264856034,"rand"
"1732",2.8433734939759,2.69491525423729,1.9307262011787,5,2,142,100,0.148458239738615,"rand"
"1733",2.89156626506024,3.25423728813559,2.06912396364,5,2,142,100,0.362671023075352,"rand"
"1734",3.08433734939759,2.98305084745763,1.89891119768255,5,2,142,100,0.101286501939963,"rand"
"1735",3.01204819277108,2.5593220338983,1.7631105783638,5,2,142,100,0.45272615887278,"rand"
"1736",3.14457831325301,3.15254237288136,2.11272600139846,5,2,142,100,0.0079640596283439,"rand"
"1737",3.01204819277108,3.11864406779661,2.0251723104585,5,2,142,100,0.106595875025526,"rand"
"1738",2.98795180722892,2.67796610169492,1.7814404155429,5,2,142,100,0.309985705534,"rand"
"1739",3.03614457831325,3.15254237288136,1.93607032264509,5,2,142,100,0.116397794568103,"rand"
"1740",2.96385542168675,2.91525423728814,1.88332833882729,5,2,142,100,0.0486011843986116,"rand"
"1741",2.7710843373494,3.23728813559322,1.86399960043952,5,2,142,100,0.466203798243823,"rand"
"1742",3.33734939759036,3,1.90410548396764,5,2,142,100,0.337349397590362,"rand"
"1743",3.03614457831325,2.89830508474576,1.93572070722206,5,2,142,100,0.13783949356749,"rand"
"1744",3.24096385542169,3.15254237288136,1.79487563679952,5,2,142,100,0.0884214825403307,"rand"
"1745",2.65060240963855,2.83050847457627,1.71835980421536,5,2,142,100,0.179906064937717,"rand"
"1746",3.21686746987952,3.08474576271186,1.8246428928179,5,2,142,100,0.132121707167653,"rand"
"1747",3.24096385542169,2.74576271186441,2.17605633802817,5,2,142,100,0.49520114355728,"rand"
"1748",2.85542168674699,3.32203389830508,1.80606333033663,5,2,142,100,0.466612211558097,"rand"
"1749",3.06024096385542,2.71186440677966,1.96443911697133,5,2,142,100,0.348376557075761,"rand"
"1750",2.85542168674699,3.06779661016949,2.1670162820897,5,2,142,100,0.212374923422503,"rand"
"1751",2.7710843373494,3.22033898305085,2.1400459494556,5,2,142,100,0.44925464570145,"rand"
"1752",3.13253012048193,2.79661016949153,1.95030466486864,5,2,142,100,0.335919950990402,"rand"
"1753",3.01204819277108,3.08474576271186,2.04075516931375,5,2,142,100,0.0726975699407801,"rand"
"1754",2.83132530120482,2.94915254237288,1.69478573569074,5,2,142,100,0.117827241168062,"rand"
"1755",2.6144578313253,3.22033898305085,1.91814004594946,5,2,142,100,0.605881151725546,"rand"
"1756",3.27710843373494,3.10169491525424,2.1920387573669,5,2,142,100,0.175413518480702,"rand"
"1757",2.68674698795181,2.98305084745763,2.39621416441914,5,2,142,100,0.29630385950582,"rand"
"1758",2.85542168674699,3.05084745762712,1.96049345719708,5,2,142,100,0.195425770880131,"rand"
"1759",2.69879518072289,3.16949152542373,1.78308860253721,5,2,142,100,0.470696344700837,"rand"
"1760",2.93975903614458,2.77966101694915,1.55828588552592,5,2,142,100,0.160098019195426,"rand"
"1761",2.96385542168675,3.06779661016949,2.14888622515233,5,2,142,100,0.103941188482744,"rand"
"1762",3.02409638554217,3.06779661016949,1.84217360903007,5,2,142,100,0.0437002246273228,"rand"
"1763",2.90361445783133,2.98305084745763,1.94630906003396,5,2,142,100,0.0794363896263017,"rand"
"1764",3.06024096385542,3.11864406779661,1.85096393966637,5,2,142,100,0.0584031039411887,"rand"
"1765",2.91566265060241,2.67796610169492,2.10808111077814,5,2,142,100,0.237696548907494,"rand"
"1766",2.92771084337349,3.13559322033898,2.05653780841075,5,2,142,100,0.207882376965489,"rand"
"1767",2.92771084337349,3.33898305084746,1.86255119368694,5,2,142,100,0.411272207473964,"rand"
"1768",2.75903614457831,3.11864406779661,1.84262311457397,5,2,142,100,0.359607923218297,"rand"
"1769",3.08433734939759,2.96610169491525,1.89236839476576,5,2,142,100,0.118235654482336,"rand"
"1770",2.92771084337349,3.35593220338983,2.1235141344521,5,2,142,100,0.428221360016336,"rand"
"1771",3.03614457831325,2.83050847457627,2.23159524523025,5,2,142,100,0.205636103736982,"rand"
"1772",3.12048192771084,3.13559322033898,1.62920787134152,5,2,142,100,0.0151112926281396,"rand"
"1773",3.03614457831325,3,1.9640895015483,5,2,142,100,0.036144578313253,"rand"
"1774",2.91566265060241,3.13559322033898,2.00704225352113,5,2,142,100,0.219930569736574,"rand"
"1775",3.16867469879518,2.83050847457627,1.82898811307562,5,2,142,100,0.338166224218909,"rand"
"1776",2.90361445783133,2.57627118644068,1.82504245330137,5,2,142,100,0.327343271390648,"rand"
"1777",3.03614457831325,3.11864406779661,2.15103386275097,5,2,142,100,0.0824994894833573,"rand"
"1778",2.98795180722892,3.05084745762712,2.07072220557387,5,2,142,100,0.062895650398203,"rand"
"1779",3.08433734939759,3.03389830508475,2.05978423733893,5,2,142,100,0.0504390443128448,"rand"
"1780",3.21686746987952,2.72881355932203,2.34022575167316,5,2,142,100,0.488053910557484,"rand"
"1781",3,3.1864406779661,2.01523324343222,5,2,142,100,0.186440677966102,"rand"
"1782",3.18072289156627,3.23728813559322,1.86579762261512,5,2,142,100,0.0565652440269551,"rand"
"1783",2.69879518072289,2.98305084745763,2.15063430226751,5,2,142,100,0.284255666734736,"rand"
"1784",3.1566265060241,2.8135593220339,2.04235341124763,5,2,142,100,0.343067183990198,"rand"
"1785",3.18072289156627,3.05084745762712,1.89871141744082,5,2,142,100,0.129875433939147,"rand"
"1786",2.97590361445783,3.10169491525424,1.87154130456498,5,2,142,100,0.125791300796406,"rand"
"1787",2.86746987951807,3.11864406779661,2.09849165917491,5,2,142,100,0.251174188278538,"rand"
"1788",3.14457831325301,2.93220338983051,2.20956947357906,5,2,142,100,0.212374923422503,"rand"
"1789",2.8433734939759,2.89830508474576,1.9465088402757,5,2,142,100,0.0549315907698591,"rand"
"1790",2.95180722891566,2.91525423728814,2.13070622315453,5,2,142,100,0.0365529916275271,"rand"
"1791",3.19277108433735,3.05084745762712,2.0174308260913,5,2,142,100,0.141923626710231,"rand"
"1792",2.95180722891566,2.96610169491525,2.02657077215063,5,2,142,100,0.0142944659995918,"rand"
"1793",2.98795180722892,2.98305084745763,2.11327539706323,5,2,142,100,0.00490095977128835,"rand"
"1794",3.03614457831325,2.93220338983051,2.03541104784737,5,2,142,100,0.103941188482744,"rand"
"1795",2.80722891566265,2.84745762711864,2.14608930176806,5,2,142,100,0.0402287114559936,"rand"
"1796",2.68674698795181,3.22033898305085,1.97028268904205,5,2,142,100,0.53359199509904,"rand"
"1797",3.31325301204819,3,2.05134352212566,5,2,142,100,0.313253012048193,"rand"
"1798",2.96385542168675,2.77966101694915,1.9730296673659,5,2,142,100,0.184194404737594,"rand"
"1799",3.04819277108434,3.06779661016949,1.99680351613225,5,2,142,100,0.0196038390851538,"rand"
"1800",3.16867469879518,2.86440677966102,2.06912396364,5,2,142,100,0.304267919134164,"rand"
"1801",3.19753086419753,2.82608695652174,1.94559284116331,5,2,150,100,0.371443907675792,"rand"
"1802",3.07407407407407,2.84057971014493,1.84451901565996,5,2,150,100,0.233494363929146,"rand"
"1803",3.04938271604938,2.76811594202899,1.99355704697987,5,2,150,100,0.281266774020398,"rand"
"1804",2.90123456790123,3.23188405797101,2.13136465324385,5,2,150,100,0.33064949006978,"rand"
"1805",2.8641975308642,3.26086956521739,2.13874720357942,5,2,150,100,0.396672034353194,"rand"
"1806",2.8641975308642,2.95652173913043,1.91069351230425,5,2,150,100,0.0923242082662372,"rand"
"1807",2.64197530864198,3.31884057971015,1.81659955257271,5,2,150,100,0.67686527106817,"rand"
"1808",3.03703703703704,2.85507246376812,1.93740492170022,5,2,150,100,0.181964573268921,"rand"
"1809",3,2.94202898550725,1.91874720357942,5,2,150,100,0.0579710144927534,"rand"
"1810",3.03703703703704,3.04347826086957,2.17288590604027,5,2,150,100,0.00644122383252821,"rand"
"1811",3.06172839506173,2.88405797101449,1.95261744966443,5,2,150,100,0.177670424047236,"rand"
"1812",3.04938271604938,3.2463768115942,2.10778523489933,5,2,150,100,0.19699409554482,"rand"
"1813",3.01234567901235,3.11594202898551,1.89570469798658,5,2,150,100,0.103596349973162,"rand"
"1814",2.79012345679012,2.92753623188406,2.04545861297539,5,2,150,100,0.137412775093935,"rand"
"1815",3.11111111111111,2.88405797101449,2.15431767337808,5,2,150,100,0.227053140096618,"rand"
"1816",3.03703703703704,2.94202898550725,1.97982102908277,5,2,150,100,0.0950080515297906,"rand"
"1817",3,3.04347826086957,2.00630872483221,5,2,150,100,0.0434782608695654,"rand"
"1818",2.80246913580247,2.92753623188406,2.05409395973154,5,2,150,100,0.125067096081589,"rand"
"1819",3.1358024691358,3.17391304347826,1.98304250559284,5,2,150,100,0.0381105743424581,"rand"
"1820",2.97530864197531,2.97101449275362,2.16035794183445,5,2,150,100,0.00429414922168547,"rand"
"1821",2.98765432098765,3.20289855072464,2.11995525727069,5,2,150,100,0.215244229736983,"rand"
"1822",3.11111111111111,2.82608695652174,2.08684563758389,5,2,150,100,0.285024154589372,"rand"
"1823",3.14814814814815,2.95652173913043,1.92255033557047,5,2,150,100,0.191626409017714,"rand"
"1824",2.98765432098765,3.15942028985507,2.04921700223714,5,2,150,100,0.171765968867418,"rand"
"1825",2.96296296296296,3.01449275362319,2.17431767337808,5,2,150,100,0.0515297906602257,"rand"
"1826",3.09876543209877,2.8695652173913,2.22143176733781,5,2,150,100,0.229200214707461,"rand"
"1827",3.16049382716049,3.11594202898551,2.12120805369128,5,2,150,100,0.0445517981749863,"rand"
"1828",2.85185185185185,2.91304347826087,1.95865771812081,5,2,150,100,0.061191626409018,"rand"
"1829",2.8641975308642,2.88405797101449,1.76237136465324,5,2,150,100,0.0198604401502953,"rand"
"1830",2.90123456790123,3.11594202898551,1.94630872483221,5,2,150,100,0.214707461084273,"rand"
"1831",3.01234567901235,2.91304347826087,2.09955257270694,5,2,150,100,0.0993022007514761,"rand"
"1832",3.12345679012346,3.08695652173913,1.86774049217002,5,2,150,100,0.0365002683843265,"rand"
"1833",2.75308641975309,2.76811594202899,1.79436241610738,5,2,150,100,0.0150295222758992,"rand"
"1834",3.08641975308642,3.14492753623188,2.08774049217002,5,2,150,100,0.0585077831454646,"rand"
"1835",3.02469135802469,3.07246376811594,2.04478747203579,5,2,150,100,0.0477724100912504,"rand"
"1836",2.95061728395062,2.7536231884058,1.74536912751678,5,2,150,100,0.19699409554482,"rand"
"1837",3.24691358024691,2.84057971014493,1.96281879194631,5,2,150,100,0.406333870101986,"rand"
"1838",3.03703703703704,2.79710144927536,1.89391498881432,5,2,150,100,0.239935587761675,"rand"
"1839",2.96296296296296,3.18840579710145,1.87472035794183,5,2,150,100,0.225442834138486,"rand"
"1840",3.07407407407407,3.31884057971015,1.96492170022371,5,2,150,100,0.244766505636071,"rand"
"1841",2.85185185185185,3.1304347826087,1.80496644295302,5,2,150,100,0.278582930756844,"rand"
"1842",2.96296296296296,3.04347826086957,1.81208053691275,5,2,150,100,0.0805152979066026,"rand"
"1843",3.02469135802469,2.81159420289855,1.89391498881432,5,2,150,100,0.213097155126141,"rand"
"1844",2.95061728395062,3.14492753623188,2.01181208053691,5,2,150,100,0.194310252281267,"rand"
"1845",3.16049382716049,3.21739130434783,1.83069351230425,5,2,150,100,0.0568974771873325,"rand"
"1846",2.95061728395062,2.88405797101449,1.79221476510067,5,2,150,100,0.0665593129361244,"rand"
"1847",3.03703703703704,2.85507246376812,2.25955257270693,5,2,150,100,0.181964573268921,"rand"
"1848",2.95061728395062,2.84057971014493,2.09060402684564,5,2,150,100,0.110037573805689,"rand"
"1849",2.98765432098765,3.20289855072464,2.06626398210291,5,2,150,100,0.215244229736983,"rand"
"1850",2.81481481481481,3.15942028985507,1.91874720357942,5,2,150,100,0.344605475040257,"rand"
"1851",2.90123456790123,2.82608695652174,1.87472035794183,5,2,150,100,0.0751476113794953,"rand"
"1852",3.01234567901235,2.78260869565217,1.87042505592841,5,2,150,100,0.229736983360172,"rand"
"1853",3.17283950617284,3.1304347826087,2.1441163310962,5,2,150,100,0.0424047235641436,"rand"
"1854",2.81481481481481,2.85507246376812,2.39485458612975,5,2,150,100,0.0402576489533009,"rand"
"1855",3.23456790123457,2.63768115942029,1.95812080536913,5,2,150,100,0.596886741814278,"rand"
"1856",2.88888888888889,2.82608695652174,1.69167785234899,5,2,150,100,0.0628019323671496,"rand"
"1857",3.02469135802469,2.79710144927536,1.79221476510067,5,2,150,100,0.227589908749329,"rand"
"1858",3.1358024691358,2.92753623188406,2.02523489932886,5,2,150,100,0.208266237251745,"rand"
"1859",3.04938271604938,2.95652173913043,1.81874720357942,5,2,150,100,0.0928609769189483,"rand"
"1860",2.90123456790123,2.94202898550725,1.95328859060403,5,2,150,100,0.040794417606012,"rand"
"1861",2.82716049382716,3.21739130434783,2.02008948545861,5,2,150,100,0.390230810520666,"rand"
"1862",2.96296296296296,2.8695652173913,2.00697986577181,5,2,150,100,0.0933977455716586,"rand"
"1863",2.98765432098765,2.88405797101449,1.89570469798658,5,2,150,100,0.103596349973162,"rand"
"1864",3.11111111111111,3.27536231884058,1.89780760626398,5,2,150,100,0.164251207729468,"rand"
"1865",2.85185185185185,2.98550724637681,1.98572706935123,5,2,150,100,0.13365539452496,"rand"
"1866",3.12345679012346,2.97101449275362,1.90317673378076,5,2,150,100,0.152442297369834,"rand"
"1867",3.14814814814815,2.73913043478261,2.26684563758389,5,2,150,100,0.409017713365539,"rand"
"1868",3.30864197530864,2.98550724637681,1.73261744966443,5,2,150,100,0.32313472893183,"rand"
"1869",2.87654320987654,3.18840579710145,1.96604026845638,5,2,150,100,0.311862587224906,"rand"
"1870",3,3.10144927536232,1.95082774049217,5,2,150,100,0.101449275362319,"rand"
"1871",3.01234567901235,2.97101449275362,1.84559284116331,5,2,150,100,0.0413311862587227,"rand"
"1872",3.1358024691358,2.34782608695652,1.88116331096197,5,2,150,100,0.787976382179281,"rand"
"1873",3.11111111111111,3.14492753623188,2.13821029082774,5,2,150,100,0.0338164251207731,"rand"
"1874",2.92592592592593,3.14492753623188,1.98586129753915,5,2,150,100,0.219001610305958,"rand"
"1875",2.88888888888889,3,2.1641610738255,5,2,150,100,0.111111111111111,"rand"
"1876",3.04938271604938,3.1304347826087,2.10653243847875,5,2,150,100,0.0810520665593129,"rand"
"1877",3.04938271604938,3.17391304347826,2.17646532438479,5,2,150,100,0.124530327428878,"rand"
"1878",3.18518518518519,2.81159420289855,1.97297539149888,5,2,150,100,0.373590982286634,"rand"
"1879",3.16049382716049,2.79710144927536,2.10062639821029,5,2,150,100,0.363392377885131,"rand"
"1880",3.18518518518519,2.82608695652174,1.97946308724832,5,2,150,100,0.359098228663446,"rand"
"1881",3.03703703703704,3.15942028985507,1.77646532438479,5,2,150,100,0.122383252818035,"rand"
"1882",2.91358024691358,2.85507246376812,2.11458612975391,5,2,150,100,0.0585077831454646,"rand"
"1883",3.18518518518519,2.89855072463768,2.1179418344519,5,2,150,100,0.286634460547504,"rand"
"1884",3.22222222222222,2.88405797101449,2.11633109619687,5,2,150,100,0.33816425120773,"rand"
"1885",3.01234567901235,2.63768115942029,1.96080536912752,5,2,150,100,0.374664519592056,"rand"
"1886",3.06172839506173,2.97101449275362,2.04657718120805,5,2,150,100,0.0907139023081052,"rand"
"1887",3.03703703703704,3.10144927536232,2.06263982102908,5,2,150,100,0.0644122383252816,"rand"
"1888",3.01234567901235,2.95652173913043,2.10720357941834,5,2,150,100,0.0558239398819111,"rand"
"1889",3.03703703703704,2.89855072463768,2.05297539149888,5,2,150,100,0.138486312399356,"rand"
"1890",2.80246913580247,2.84057971014493,2.1351677852349,5,2,150,100,0.0381105743424586,"rand"
"1891",2.96296296296296,2.95652173913043,1.87758389261745,5,2,150,100,0.00644122383252821,"rand"
"1892",3.08641975308642,3.1304347826087,2.122774049217,5,2,150,100,0.0440150295222761,"rand"
"1893",2.96296296296296,2.88405797101449,1.974451901566,5,2,150,100,0.0789049919484701,"rand"
"1894",3.09876543209877,3.30434782608696,1.98250559284116,5,2,150,100,0.205582393988191,"rand"
"1895",2.81481481481481,3,2.13087248322148,5,2,150,100,0.185185185185185,"rand"
"1896",2.92592592592593,2.89855072463768,1.87834451901566,5,2,150,100,0.0273752012882449,"rand"
"1897",3.07407407407407,3.2463768115942,1.95619686800895,5,2,150,100,0.172302737520129,"rand"
"1898",2.8641975308642,2.95652173913043,2.01807606263982,5,2,150,100,0.0923242082662372,"rand"
