"","tb_check","tb_ryan_core","tb_ryan_fund","nk_check","nk_ryan_core","nk_ryan_fund","mw_check","mw_ryan_core","mw_ryan_fund","age","race","gender","educ","empl","inc","pid","ideol","interest","official","interest.text","official.text","inc.text","educ.text","pid_follow","ideol_follow","tb","nk","mw","tb_supp","nk_supp","mw_supp","media","part","tb_rand_order","nk_rand_order","mw_rand_order"
"378",0,"5","5",1,"5","5",1,"5","5","58","White","Female","6","Employed full time outside of the home","2","Democrat","Liberal","3",1,"Some of the time","Yes","$20,000 to $39,999","Master's degree","Not very strong","Very liberal","C","M_Supp","M_Opp",1,2,5,"2","1","check|fund|core","core|fund|check","fund|core|check"
"379",0,"2","1",0,"1","1",0,"1","1","23","Asian","Male","5","Employed full time outside of the home","2","Democrat","Liberal","3",0,"Some of the time","No","$20,000 to $39,999","Bachelor's degree","Not very strong","Somewhat liberal","P_Opp","M_Supp","P_Opp",1,1,2,"2","0","core|check|fund","core|fund|check","core|check|fund"
"380",1,"4","3",1,"5","3",1,"3","5","36","White","Male","3","Employed full time outside of the home","2","Independent","Conservative","3",1,"Some of the time","Yes","$20,000 to $39,999","Some college work","Neither","Very conservative","C","C","M_Opp",5,3,2,"4","2","check|fund|core","core|fund|check","fund|core|check"
"381",0,"5","5",0,"5","5",1,"5","5","62","White","Male","3","Unemployed","1","Republican","Conservative","4",1,"Most of the time","Yes","Less than $20,000","Some college work","Not very strong","Somewhat conservative","M_Supp","P_Supp","P_Opp",5,5,5,"3","2","check|fund|core","check|fund|core","core|check|fund"
"382",0,"2","3",0,"3","3",0,"2","4","30","White","Female","5","Employed full time outside of the home","3","Republican","Neither","3",1,"Some of the time","Yes","$40,000 to $59,999","Bachelor's degree","Not very strong","Closer to conservatives","M_Opp","M_Opp","P_Supp",4,4,4,"2","0","check|fund|core","check|core|fund","fund|core|check"
"383",0,"5","5",0,"4","5",0,"5","5","27","White","Male","7","Employed full time outside of the home","4","Democrat","Liberal","4",1,"Most of the time","Yes","$60,000 to $79,999","Professional degree (PhD, JD, MD)","Strong","Very liberal","P_Opp","C","P_Supp",1,1,5,"2","1","core|check|fund","core|fund|check","core|fund|check"
"384",0,"3","3",0,"1","1",0,"3","3","59","White","Male","5","Unemployed","1","Democrat","Liberal","3",0,"Some of the time","No","Less than $20,000","Bachelor's degree","Not very strong","Somewhat liberal","P_Supp","P_Supp","M_Opp",1,3,5,"1","0","check|fund|core","check|fund|core","core|fund|check"
"385",0,"2","3",1,"4","4",1,"4","4","29","White","Female","4","Employed full time outside of the home","4","Democrat","Liberal","3",0,"Some of the time","No","$60,000 to $79,999","Associate degree","Strong","Very liberal","C","M_Supp","M_Opp",4,2,5,"1","0","check|fund|core","core|fund|check","check|fund|core"
"386",0,"5","5",0,"5","5",0,"5","5","24","White","Male","5","Employed full time outside of the home","3","Independent","Neither","3",0,"Some of the time","No","$40,000 to $59,999","Bachelor's degree","Neither","Neither","M_Opp","M_Opp","M_Opp",5,5,1,"1","0","fund|core|check","check|fund|core","fund|core|check"
"387",0,"3","3",0,"3","3",0,"3","3","33","White","Male","5","Employed full time outside of the home","4","Independent","Liberal","3",0,"Some of the time","No","$60,000 to $79,999","Bachelor's degree","Neither","Somewhat liberal","P_Opp","P_Supp","C",3,3,4,"1","0","fund|core|check","check|fund|core","core|check|fund"
"388",1,"3","4",0,"2","4",0,"5","3","27","White","Male","2","Employed full time outside of the home","7","Independent","Conservative","3",1,"Some of the time","Yes","More than $150,000","High School / GED","Closer to the Republican Party","Somewhat conservative","M_Opp","M_Supp","C",4,2,4,"3","1","fund|core|check","fund|core|check","core|check|fund"
"389",0,"4","4",0,"5","5",0,"3","3","27","White","Male","5","Employed full time outside of the home","4","Republican","Conservative","3",0,"Some of the time","No","$60,000 to $79,999","Bachelor's degree","Not very strong","Somewhat conservative","P_Opp","P_Supp","P_Supp",3,2,4,"1","1","check|core|fund","fund|check|core","core|fund|check"
"390",1,"4","4",0,"3","4",0,"5","5","32","Asian","Female","5","Employed full time outside of the home","3","Democrat","Liberal","3",0,"Some of the time","No","$40,000 to $59,999","Bachelor's degree","Strong","Very liberal","P_Opp","M_Opp","M_Supp",2,3,5,"4","3","fund|check|core","core|check|fund","core|check|fund"
"391",0,"5","5",0,"3","3",1,"4","4","66","White","Male","3","Employed part time outside of the home","2","Independent","Conservative","4",1,"Most of the time","Yes","$20,000 to $39,999","Some college work","Closer to the Republican Party","Somewhat conservative","M_Supp","C","P_Supp",4,4,4,"2","2","fund|core|check","core|fund|check","fund|core|check"
"392",0,"3","3",0,"2","2",1,"4","4","63","White","Male","5","Employed part time outside of the home","1","Independent","Conservative","3",0,"Some of the time","No","Less than $20,000","Bachelor's degree","Closer to the Republican Party","Somewhat conservative","C","P_Supp","M_Opp",2,2,1,"3","0","check|core|fund","fund|core|check","fund|check|core"
"393",0,"4","3",0,"4","4",0,"4","4","34","White","Male","5","Employed full time outside of the home","7","Republican","Conservative","4",0,"Most of the time","No","More than $150,000","Bachelor's degree","Strong","Somewhat conservative","M_Supp","P_Supp","M_Opp",4,5,1,"3","0","fund|check|core","core|fund|check","core|fund|check"
"394",0,"3","3",0,"3","3",0,"4","4","55","White","Female","2","Employed full time outside of the home","1","Democrat","Liberal","3",0,"Some of the time","No","Less than $20,000","High School / GED","Not very strong","Somewhat liberal","P_Supp","M_Opp","M_Supp",4,4,5,"3","1","core|check|fund","fund|core|check","core|check|fund"
"395",0,"5","5",1,"3","2",1,"5","5","26","White","Male","3","Unemployed","4","Something else","Liberal","3",0,"Some of the time","No","$60,000 to $79,999","Some college work",NA,"Very liberal","M_Supp","M_Supp","M_Opp",1,1,5,"1","1","fund|core|check","fund|check|core","core|check|fund"
"396",1,"4","4",0,"2","3",0,"4","4","41","White","Male","5","Employed full time outside of the home","3","Democrat","Liberal","4",1,"Most of the time","Yes","$40,000 to $59,999","Bachelor's degree","Not very strong","Somewhat liberal","C","M_Supp","P_Supp",1,4,5,"1","0","core|fund|check","check|core|fund","core|check|fund"
"397",1,"4","5",1,"5","5",0,"5","5","27","White","Female","3","Employed part time outside of the home","2","Democrat","Liberal","4",1,"Most of the time","Yes","$20,000 to $39,999","Some college work","Strong","Somewhat liberal","C","M_Supp","M_Supp",2,1,5,"3","2","core|check|fund","core|fund|check","fund|core|check"
"398",0,"3","3",0,"2","2",0,"3","3","35","Asian","Female","5","Unemployed","4","Independent","Liberal","3",0,"Some of the time","No","$60,000 to $79,999","Bachelor's degree","Closer to the Democratic Party","Somewhat liberal","C","P_Opp","C",1,3,4,"0","0","fund|check|core","check|fund|core","core|fund|check"
"399",0,"4","4",1,"4","4",0,"4","3","21","White","Male","5","Employed full time outside of the home","5","Independent","Liberal","3",1,"Some of the time","Yes","$80,000 to $99,999","Bachelor's degree","Closer to the Republican Party","Somewhat liberal","P_Opp","C","M_Supp",3,5,4,"3","1","check|core|fund","core|fund|check","fund|check|core"
"400",0,"5","5",0,"3","3",0,"5","4","24","White","Male","5","Employed full time outside of the home","3","Independent","Neither","3",1,"Some of the time","Yes","$40,000 to $59,999","Bachelor's degree","Neither","Neither","M_Supp","P_Supp","M_Supp",1,3,5,"2","0","check|core|fund","check|core|fund","core|check|fund"
"401",1,"5","5",1,"5","5",0,"5","5","66","White","Male","3","Employed full time outside of the home","2","Democrat","Liberal","4",1,"Most of the time","Yes","$20,000 to $39,999","Some college work","Strong","Very liberal","P_Supp","M_Supp","C",1,1,5,"2","2","fund|check|core","check|core|fund","check|core|fund"
"402",0,"3","1",0,"3","1",0,"1","1","55","White","Male","2","Retired","1","Something else","Neither","1",0,"Hardly at all","No","Less than $20,000","High School / GED",NA,"Neither","P_Opp","M_Opp","M_Supp",5,5,1,"1","0","core|check|fund","check|core|fund","fund|check|core"
"403",1,"5","5",0,"3","4",0,"3","2","37","White","Male","3","Employed full time outside of the home","2","Democrat","Liberal","3",1,"Some of the time","Yes","$20,000 to $39,999","Some college work","Strong","Somewhat liberal","C","M_Supp","P_Supp",2,2,5,"2","1","check|core|fund","core|fund|check","core|check|fund"
"404",0,"3","2",0,"3","3",0,"3","3","32","White","Female","5","Employed part time outside of the home","2","Independent","Conservative","1",1,"Hardly at all","Yes","$20,000 to $39,999","Bachelor's degree","Closer to the Republican Party","Somewhat conservative","C","P_Supp","M_Opp",5,3,3,"0","0","fund|check|core","fund|core|check","check|fund|core"
"405",0,"5","4",0,"4","4",0,"1","1","71","White","Male","6","Employed part time outside of the home","6","Republican","Conservative","4",0,"Most of the time","No","$100,000 to $149,999","Master's degree","Strong","Very conservative","P_Opp","P_Opp","C",5,5,2,"1","0","core|check|fund","check|core|fund","core|fund|check"
"406",1,"3","3",0,"3","4",0,"4","4","34","White","Female","5","Employed full time outside of the home","2","Democrat","Liberal","4",1,"Most of the time","Yes","$20,000 to $39,999","Bachelor's degree","Strong","Very liberal","C","M_Supp","P_Opp",2,3,5,"1","3","fund|core|check","core|check|fund","fund|core|check"
"407",0,"4","5",1,"4","3",0,"4","3","35","White","Male","3","Employed full time outside of the home","1","Independent","Liberal","2",0,"Only now and then","No","Less than $20,000","Some college work","Closer to the Democratic Party","Somewhat liberal","M_Opp","M_Supp","M_Supp",5,4,5,"0","0","fund|core|check","core|fund|check","check|fund|core"
"408",0,"5","5",0,"4","5",0,"4","2","33","White","Male","5","Employed full time outside of the home","5","Republican","Conservative","3",0,"Some of the time","No","$80,000 to $99,999","Bachelor's degree","Not very strong","Somewhat conservative","P_Opp","P_Opp","M_Opp",1,1,4,"2","0","core|fund|check","check|core|fund","fund|check|core"
"409",1,"3","3",1,"4","4",0,"3","2","31","White","Male","2","Employed full time outside of the home","1","Something else","Conservative","4",1,"Most of the time","Yes","Less than $20,000","High School / GED",NA,"Somewhat conservative","P_Supp","M_Opp","P_Supp",5,4,2,"1","1","check|core|fund","check|fund|core","fund|check|core"
"410",1,"5","4",0,"1","1",1,"5","5","24","White","Female","4","Unemployed","3","Democrat","Liberal","3",0,"Some of the time","No","$40,000 to $59,999","Associate degree","Not very strong","Somewhat liberal","P_Supp","P_Opp","M_Opp",2,1,5,"2","0","core|fund|check","core|check|fund","core|fund|check"
"411",0,"5","5",0,"5","5",1,"5","5","62","Black or African-American","Female","3","Unemployed","1","Democrat","Liberal","4",1,"Most of the time","Yes","Less than $20,000","Some college work","Strong","Very liberal","M_Supp","M_Opp","P_Supp",1,1,5,"4","1","core|check|fund","core|fund|check","fund|check|core"
"412",1,"5","5",0,"2","3",0,"3","3","33","Other","Female","7","Employed full time outside of the home","2","Democrat","Liberal","4",1,"Most of the time","Yes","$20,000 to $39,999","Professional degree (PhD, JD, MD)","Not very strong","Very liberal","M_Supp","P_Opp","P_Supp",1,2,5,"3","3","core|check|fund","core|fund|check","core|check|fund"
"413",1,"2","2",0,"3","4",0,"4","4","19","Hispanic","Male","4","Employed part time outside of the home","3","Democrat","Conservative","1",0,"Hardly at all","No","$40,000 to $59,999","Associate degree","Not very strong","Somewhat conservative","C","M_Supp","P_Supp",3,3,1,"1","1","fund|core|check","core|check|fund","core|check|fund"
"414",0,"4","4",0,"3","3",0,"4","4","32","White","Male","7","Employed full time outside of the home","7","Democrat","Liberal","4",1,"Most of the time","Yes","More than $150,000","Professional degree (PhD, JD, MD)","Strong","Very liberal","P_Opp","M_Supp","P_Supp",1,2,4,"1","2","fund|check|core","fund|check|core","core|fund|check"
"415",0,"5","5",1,"5","5",0,"2","2","55","White","Female","5","Employed part time outside of the home","3","Republican","Conservative","4",0,"Most of the time","No","$40,000 to $59,999","Bachelor's degree","Strong","Somewhat conservative","M_Supp","M_Supp","C",5,5,4,"3","3","core|fund|check","check|fund|core","fund|check|core"
"416",1,"5","5",0,"2","2",1,"2","3","33","White","Male","5","Employed full time outside of the home","4","Independent","Neither","3",0,"Some of the time","No","$60,000 to $79,999","Bachelor's degree","Closer to the Republican Party","Closer to conservatives","M_Opp","P_Supp","M_Opp",5,2,4,"1","0","fund|check|core","fund|check|core","fund|check|core"
"417",0,"3","3",0,"3","4",0,"4","5","49","White","Female","3","Unemployed","6","Republican","Conservative","3",0,"Some of the time","No","$100,000 to $149,999","Some college work","Not very strong","Somewhat conservative","M_Supp","P_Opp","M_Opp",4,4,1,"1","0","core|check|fund","check|core|fund","fund|core|check"
"418",0,"4","5",0,"3","4",0,"4","4","51","Black or African-American","Male","5","Employed full time outside of the home","7","Democrat","Liberal","4",0,"Most of the time","No","More than $150,000","Bachelor's degree","Not very strong","Somewhat liberal","M_Supp","P_Opp","M_Opp",4,5,4,"2","1","fund|check|core","core|fund|check","core|fund|check"
"419",0,"4","4",0,"3","3",0,"5","5","68","White","Male","6","Retired","3","Independent","Neither","4",0,"Most of the time","No","$40,000 to $59,999","Master's degree","Neither","Closer to liberals","M_Opp","P_Supp","P_Supp",1,1,5,"2","1","core|fund|check","check|fund|core","fund|check|core"
"420",1,"2","4",0,"4","3",0,"4","3","37","White","Male","4","Employed part time outside of the home","2","Republican","Conservative","3",0,"Some of the time","No","$20,000 to $39,999","Associate degree","Strong","Very conservative","M_Supp","P_Supp","P_Opp",2,5,4,"1","0","core|fund|check","fund|core|check","fund|core|check"
"421",0,"4","4",0,"3","3",0,"5","5","55","White","Male","7","Employed full time outside of the home","4","Democrat","Liberal","4",1,"Most of the time","Yes","$60,000 to $79,999","Professional degree (PhD, JD, MD)","Strong","Somewhat liberal","C","P_Supp","M_Supp",1,1,5,"2","1","check|fund|core","check|fund|core","fund|core|check"
"422",0,"5","5",0,"5","5",0,"5","5","32","White","Male","5","Employed full time outside of the home","6","Democrat","Liberal","3",0,"Some of the time","No","$100,000 to $149,999","Bachelor's degree","Not very strong","Somewhat liberal","P_Supp","M_Supp","M_Opp",1,4,5,"2","2","check|fund|core","core|check|fund","core|check|fund"
"423",0,"5","5",0,"4","4",0,"5","5","31","Black or African-American","Male","5","Unemployed","1","Democrat","Liberal","4",0,"Most of the time","No","Less than $20,000","Bachelor's degree","Strong","Somewhat liberal","P_Opp","M_Supp","C",1,2,5,"3","0","core|check|fund","fund|core|check","core|fund|check"
"424",1,"2","2",0,"3","1",0,"2","4","42","White","Female","2","Unemployed","2","Something else","Neither","2",0,"Only now and then","No","$20,000 to $39,999","High School / GED",NA,"Neither","M_Opp","C","M_Supp",4,2,5,"1","0","check|fund|core","check|core|fund","fund|core|check"
"425",0,"5","5",0,"5","5",0,"5","5","36","White","Male","3","Employed full time outside of the home","3","Democrat","Liberal","4",0,"Most of the time","No","$40,000 to $59,999","Some college work","Strong","Very liberal","M_Supp","C","M_Opp",1,2,5,"1","1","fund|core|check","core|fund|check","fund|check|core"
