"age","race","gender","empl","inc","pid","pid.follow","ideol","ideol.follow","educ","mor.suffer","mor.care","mor.cruel","mor.comp","mor.anim","mor.kill","si.white","si.care","si.kids","si.kill","si.good","si.help","hc.group","hc.likert","hc.slider","hc.check","ev.group","ev.likert","ev.slider","ev.check","inc.num","dem","male","mor.all","si.all"
18,"Black or African-American","Female","Employed full time","Less than $20 000","Independent","Neither","Neither","Neither","High school graduate",6,5,5,2,2,5,2,5,3,5,4,2,"control",1,5.4,5,"m.supp",2,1.7,4,1,0,0,4.16666666666667,3.5
33,"White","Male","Unemployed","$60 000 to $79 999","Independent","Neither","Conservative","Somewhat conservative","Some college",3,4,3,5,5,6,4,4,3,4,4,3,"m.supp",3,3.7,3,"m.opp",3,2.6,5,4,0,1,4.33333333333333,3.66666666666667
20,"Black or African-American","Female","Homemaker","$40 000 to $59 999","Republican","Strong","Conservative","Somewhat conservative","Associate degree",6,4,4,4,4,4,3,2,3,6,5,4,"m.supp",4,3,4,"control",3,2.5,6,3,0,0,4.33333333333333,3.83333333333333
45,"Black or African-American","Female","Employed full time","$150 000 or more","Democrat","Strong","Liberal","Very liberal","Professional degree",1,1,1,6,6,1,6,6,6,6,6,6,"si.supp",2,7.3,3,"si.opp",4,5,5,7,1,0,2.66666666666667,6
55,"White","Female","Employed full time","$20 000 to $39 999","Democrat","Strong","Liberal","Very liberal","High school graduate",6,6,6,6,6,6,6,6,6,6,6,6,"si.opp",5,10,5,"si.opp",5,10,6,2,1,0,6,6
26,"Black or African-American","Male","Employed full time","$150 000 or more","Republican","Strong","Conservative","Very conservative","Doctorate",3,3,2,4,4,4,3,4,2,4,2,4,"si.supp",2,8.8,3,"si.opp",2,6.7,5,7,0,1,3.33333333333333,3.16666666666667
41,"White","Female","Homemaker","Less than $20 000","Democrat","Not very strong","Neither","Closer to liberals","Associate degree",1,6,6,6,6,6,2,1,1,6,1,1,"m.opp",5,10,3,"si.opp",5,10,5,1,1,0,5.16666666666667,2
59,"White","Male","Unemployed","$40 000 to $59 999","Republican","Strong","Conservative","Very conservative","Associate degree",5,4,5,4,3,1,5,6,2,5,4,2,"si.supp",1,1.1,3,"m.supp",4,6,5,3,0,1,3.66666666666667,4
72,"White","Female","Retired","$40 000 to $59 999","Independent","Closer to the Republican Party","Neither","Closer to conservatives","Some college",1,1,2,6,6,5,1,4,1,1,1,2,"m.supp",1,2,3,"m.opp",1,1,5,3,0,0,3.5,1.66666666666667
51,"White","Female","Employed full time","$80 000 to $99 999","Independent","Neither","Conservative","Somewhat conservative","Master",6,6,6,6,6,2,1,5,1,2,2,1,"si.opp",5,5.7,3,"m.opp",4,4.6,5,5,0,0,5.33333333333333,2
34,"White","Female","Employed full time","$100 000 to $149 999","Democrat","Strong","Liberal","Somewhat liberal","Bachelor",6,6,6,6,6,6,4,6,1,1,3,4,"si.opp",4,5,3,"control",5,10,5,6,1,0,6,3.16666666666667
68,"White","Male","Retired","$20 000 to $39 999","Republican","Not very strong","Conservative","Somewhat conservative","High school graduate",3,5,6,3,6,4,4,2,4,6,1,2,"m.supp",3,7,3,"si.supp",4,9.2,5,2,0,1,4.5,3.16666666666667
40,"White","Male","Employed full time","$40 000 to $59 999","Independent","Closer to the Democratic Party","Neither","Closer to liberals","Associate degree",5,6,6,6,5,4,5,4,2,4,4,2,"m.opp",5,9.5,3,"si.opp",4,7,5,3,0,1,5.33333333333333,3.5
47,"White","Female","Employed full time","$60 000 to $79 999","Republican","Not very strong","Neither","Closer to conservatives","Associate degree",6,6,6,6,6,3,5,1,2,2,5,1,"m.supp",4,6.9,3,"si.opp",2,4,5,4,0,0,5.5,2.66666666666667
60,"White","Female","Employed part time","$20 000 to $39 999","Something else","Neither","Liberal","Somewhat liberal","Some college",4,5,6,5,6,5,3,3,1,6,2,3,"m.supp",5,8.9,3,"si.supp",4,7.3,5,2,0,0,5.16666666666667,3
60,"White","Male","Unemployed","$60 000 to $79 999","Democrat","Not very strong","Neither","Neither","Some college",4,4,4,3,5,6,1,2,2,1,1,4,"si.opp",4,7.4,3,"si.opp",4,7.8,5,4,1,1,4.33333333333333,1.83333333333333
62,"White","Male","Retired","$20 000 to $39 999","Republican","Not very strong","Conservative","Somewhat conservative","Some college",1,4,5,6,2,2,1,3,2,6,1,2,"control",2,4.5,3,"control",4,8,5,2,0,1,3.33333333333333,2.5
25,"Black or African-American","Female","Employed full time","$40 000 to $59 999","Republican","Not very strong","Conservative","Very conservative","Some college",6,6,1,6,6,6,3,6,6,3,6,6,"m.opp",3,5.4,3,"m.supp",3,5.4,5,3,0,0,5.16666666666667,5
34,"White","Female","Employed full time","$150 000 or more","Democrat","Not very strong","Liberal","Somewhat liberal","Doctorate",5,6,6,6,6,4,3,5,3,2,4,2,"m.supp",5,9.1,3,"m.supp",1,2,5,7,1,0,5.5,3.16666666666667
65,"White","Female","Retired","$20 000 to $39 999","Democrat","Strong","Liberal","Very liberal","Bachelor",5,5,6,5,6,2,3,3,2,5,4,4,"control",4,8.3,3,"si.supp",4,8.2,5,2,1,0,4.83333333333333,3.5
51,"White","Female","Employed part time","$100 000 to $149 999","Democrat","Strong","Liberal","Very liberal","Doctorate",4,3,6,4,4,3,2,4,2,5,2,3,"si.opp",4,7.5,3,"m.opp",4,7.3,5,6,1,0,4,3
48,"White","Female","Employed full time","$60 000 to $79 999","Republican","Not very strong","Conservative","Somewhat conservative","Bachelor",5,4,5,6,6,2,4,2,3,6,4,2,"si.supp",4,7.9,3,"si.opp",4,7.4,5,4,0,0,4.66666666666667,3.5
20,"White","Female","Unemployed","$100 000 to $149 999","Democrat","Not very strong","Neither","Closer to conservatives","High school graduate",6,6,6,6,5,5,5,6,1,1,4,6,"si.supp",4,6.2,3,"si.opp",5,7.3,5,6,1,0,5.66666666666667,3.83333333333333
48,"Asian","Female","Employed part time","$80 000 to $99 999","Democrat","Not very strong","Liberal","Somewhat liberal","Doctorate",5,5,6,5,5,6,4,4,4,4,4,4,"m.opp",4,9.1,3,"m.opp",5,10,5,5,1,0,5.33333333333333,4
34,"Asian","Female","Homemaker","Less than $20 000","Republican","Not very strong","Conservative","Somewhat conservative","Bachelor",5,5,5,6,6,6,2,5,2,1,4,5,"m.opp",5,9.2,3,"si.opp",5,10,5,1,0,0,5.5,3.16666666666667
34,"White","Female","Homemaker","$20 000 to $39 999","Republican","Not very strong","Conservative","Somewhat conservative","High school graduate",4,3,3,5,3,5,5,4,3,5,4,4,"si.opp",3,6.2,5,"control",3,1.5,5,2,0,0,3.83333333333333,4.16666666666667
59,"White","Male","Retired","$40 000 to $59 999","Independent","Closer to the Democratic Party","Conservative","Very conservative","High school graduate",4,4,3,5,6,4,2,3,6,4,4,5,"m.supp",5,8.2,3,"m.supp",4,8.5,4,3,0,1,4.33333333333333,4
59,"White","Male","Employed full time","$80 000 to $99 999","Republican","Strong","Conservative","Somewhat conservative","Some college",4,4,2,4,4,6,1,4,4,4,1,4,"m.supp",3,5.5,3,"si.opp",3,3.7,5,5,0,1,4,3
41,"Hispanic or Latino","Female","Employed full time","$100 000 to $149 999","Democrat","Strong","Liberal","Somewhat liberal","Bachelor",6,6,6,6,6,3,2,6,1,6,6,1,"m.opp",5,10,1,"m.opp",5,9.6,6,6,1,0,5.5,3.66666666666667
18,"Black or African-American","Female","Employed full time","$20 000 to $39 999","Democrat","Strong","Conservative","Somewhat conservative","High school graduate",5,4,4,4,6,5,3,4,2,5,4,5,"control",4,5.8,3,"si.opp",4,7.4,5,2,1,0,4.66666666666667,3.83333333333333
68,"Asian","Female","Unemployed","$100 000 to $149 999","Independent","Closer to the Democratic Party","Neither","Neither","Bachelor",5,5,5,6,6,6,3,4,4,5,4,2,"m.opp",3,5.5,3,"control",5,10,5,6,0,0,5.5,3.66666666666667
64,"White","Female","Employed part time","$80 000 to $99 999","Republican","Strong","Conservative","Very conservative","Associate degree",2,4,4,5,6,2,1,2,2,5,2,2,"m.supp",2,3.8,3,"si.supp",4,7.1,5,5,0,0,3.83333333333333,2.33333333333333
42,"White","Female","Unemployed","$60 000 to $79 999","Something else","Neither","Neither","Neither","High school graduate",1,1,1,5,6,6,2,1,1,6,1,1,"control",4,8.5,3,"si.supp",4,7.1,5,4,0,0,3.33333333333333,2
18,"White","Male","Student","Less than $20 000","Independent","Neither","Neither","Neither","Some college",4,3,3,6,6,6,2,6,2,2,2,4,"m.opp",2,5,3,"si.supp",3,5.2,4,1,0,1,4.66666666666667,3
30,"White","Female","Employed full time","$40 000 to $59 999","Democrat","Strong","Liberal","Very liberal","Bachelor",2,3,3,4,6,6,2,6,1,1,3,6,"m.opp",4,6.2,3,"control",3,3.6,5,3,1,0,4,3.16666666666667
31,"White","Female","Employed full time","$60 000 to $79 999","Something else","Closer to the Democratic Party","Neither","Neither","Associate degree",6,6,6,6,6,5,4,5,3,4,4,3,"control",3,5,3,"si.supp",2,5,5,4,0,0,5.83333333333333,3.83333333333333
34,"White","Female","Homemaker","$40 000 to $59 999","Something else","Closer to the Republican Party","Neither","Neither","Some college",6,6,6,6,6,3,4,5,2,6,4,2,"si.supp",5,9.5,3,"si.supp",5,9,5,3,0,0,5.5,3.83333333333333
49,"White","Female","Employed full time","$100 000 to $149 999","Democrat","Strong","Conservative","Very conservative","Associate degree",2,1,1,5,6,4,4,6,6,1,4,6,"m.opp",3,7.4,3,"si.supp",3,7.1,6,6,1,0,3.16666666666667,4.5
24,"Hispanic or Latino","Female","Homemaker","$20 000 to $39 999","Democrat","Not very strong","Conservative","Somewhat conservative","High school graduate",3,3,3,4,6,6,1,3,1,5,2,2,"si.supp",3,7.8,3,"m.supp",5,5.9,5,2,1,0,4.16666666666667,2.33333333333333
32,"Hispanic or Latino","Female","Employed full time","$80 000 to $99 999","Independent","Neither","Liberal","Somewhat liberal","Some college",4,4,5,3,3,4,3,5,1,4,3,5,"si.opp",4,6.6,3,"m.opp",5,9.9,5,5,0,0,3.83333333333333,3.5
43,"White","Female","Employed full time","$20 000 to $39 999","Independent","Closer to the Republican Party","Conservative","Somewhat conservative","Some college",5,5,5,5,5,2,2,2,1,6,2,2,"control",4,7.6,3,"m.supp",3,4.9,5,2,0,0,4.5,2.5
18,"Hispanic or Latino","Female","Student","$100 000 to $149 999","Democrat","Not very strong","Liberal","Somewhat liberal","Some college",6,6,6,6,6,5,3,3,2,1,4,2,"control",3,5,3,"si.supp",3,5,5,6,1,0,5.83333333333333,2.5
49,"White","Female","Employed full time","$80 000 to $99 999","Independent","Neither","Neither","Neither","Bachelor",2,3,4,5,3,2,5,4,3,4,2,2,"m.supp",3,2.5,3,"si.opp",2,1.4,5,5,0,0,3.16666666666667,3.33333333333333
20,"Black or African-American","Female","Student","$60 000 to $79 999","Republican","Strong","Conservative","Very conservative","Associate degree",6,3,3,3,3,4,3,4,3,4,2,4,"si.opp",4,7.8,5,"m.opp",3,7.1,4,4,0,0,3.66666666666667,3.33333333333333
23,"Black or African-American","Female","Employed part time","$60 000 to $79 999","Democrat","Strong","Neither","Closer to liberals","Some college",6,3,1,4,4,1,6,3,2,6,4,1,"si.opp",3,7.3,5,"si.opp",2,8.9,7,4,1,0,3.16666666666667,3.66666666666667
21,"Black or African-American","Female","Student","Less than $20 000","Republican","Strong","Conservative","Very conservative","High school graduate",5,5,4,2,6,1,1,6,1,5,1,6,"m.supp",5,1,3,"m.supp",5,1,5,1,0,0,3.83333333333333,3.33333333333333
50,"White","Female","Unemployed","Less than $20 000","Democrat","Strong","Neither","Neither","Some college",6,6,6,6,6,2,2,2,3,6,1,3,"si.opp",5,10,3,"m.supp",5,10,5,1,1,0,5.33333333333333,2.83333333333333
32,"White","Female","Employed part time","Less than $20 000","Republican","Not very strong","Neither","Neither","High school graduate",3,3,4,3,6,6,2,5,3,1,1,4,"si.opp",3,6.5,2,"si.supp",3,5.8,5,1,0,0,4.16666666666667,2.66666666666667
19,"White","Female","Student","$20 000 to $39 999","Independent","Neither","Conservative","Somewhat conservative","Some college",3,1,2,6,5,5,1,1,1,4,4,3,"si.opp",4,7.4,3,"m.supp",4,9.3,3,2,0,0,3.66666666666667,2.33333333333333
19,"White","Female","Employed full time","$60 000 to $79 999","Republican","Not very strong","Neither","Closer to conservatives","Associate degree",5,4,3,5,6,4,3,6,5,1,3,1,"si.supp",2,4.5,3,"si.supp",3,6.9,5,4,0,0,4.5,3.16666666666667
20,"Black or African-American","Female","Employed part time","Less than $20 000","Republican","Strong","Liberal","Very liberal","Doctorate",3,3,3,2,3,2,3,5,3,3,3,4,"si.opp",2,6.6,2,"si.supp",3,6.2,5,1,0,0,2.66666666666667,3.5
44,"White","Male","Employed full time","$80 000 to $99 999","Republican","Not very strong","Neither","Closer to liberals","Some college",5,5,6,6,6,5,2,6,1,6,4,2,"control",4,8.2,3,"si.supp",5,10,5,5,0,1,5.5,3.5
41,"White","Female","Employed full time","$100 000 to $149 999","Democrat","Not very strong","Liberal","Very liberal","Bachelor",4,4,4,5,5,3,4,4,3,5,3,3,"control",5,8.6,3,"si.supp",5,10,5,6,1,0,4.16666666666667,3.66666666666667
22,"Other","Other","Student","Less than $20 000","Independent","Closer to the Democratic Party","Neither","Neither","High school graduate",5,5,5,4,1,3,3,1,1,1,3,5,"si.opp",3,1,2,"si.supp",3,1,7,1,0,0,3.83333333333333,2.33333333333333
27,"White","Female","Unemployed","$60 000 to $79 999","Republican","Strong","Conservative","Very conservative","Associate degree",3,3,2,3,3,2,3,2,1,5,3,4,"m.supp",2,7,3,"control",2,6.3,3,4,0,0,2.66666666666667,3
40,"White","Female","Employed full time","Less than $20 000","Independent","Closer to the Democratic Party","Conservative","Somewhat conservative","Associate degree",3,4,5,5,5,6,1,3,1,1,1,1,"si.opp",4,8.3,3,"m.opp",3,7.3,5,1,0,0,4.66666666666667,1.33333333333333
36,"White","Male","Employed part time","$20 000 to $39 999","Democrat","Strong","Liberal","Very liberal","Bachelor",2,4,5,6,6,6,4,4,1,4,4,6,"m.opp",4,8.2,3,"si.supp",5,7.4,5,2,1,1,4.83333333333333,3.83333333333333
26,"Hispanic or Latino","Female","Homemaker","$40 000 to $59 999","Democrat","Strong","Neither","Neither","Some college",5,5,6,6,6,4,3,1,1,3,3,1,"control",4,8.1,3,"m.opp",4,6.5,5,3,1,0,5.33333333333333,2
35,"White","Female","Employed full time","$20 000 to $39 999","Something else","Neither","Neither","Neither","Some college",4,4,6,6,6,1,2,2,2,6,2,4,"control",5,10,3,"si.opp",5,10,5,2,0,0,4.5,3
36,"White","Female","Employed full time","$80 000 to $99 999","Republican","Strong","Conservative","Very conservative","Bachelor",4,6,6,6,6,5,1,4,1,1,4,1,"si.opp",1,1,3,"si.supp",3,5,5,5,0,0,5.5,2
62,"White","Female","Retired","$20 000 to $39 999","Democrat","Not very strong","Neither","Neither","Some college",5,3,6,4,6,6,1,2,1,5,1,1,"control",1,2.8,3,"control",3,5.3,5,2,1,0,5,1.83333333333333
46,"White","Female","Homemaker","$60 000 to $79 999","Republican","Strong","Conservative","Somewhat conservative","10th grade",2,2,2,5,6,5,2,3,2,5,3,3,"control",1,10,3,"m.opp",2,3.8,5,4,0,0,3.66666666666667,3
37,"White","Male","Employed full time","$20 000 to $39 999","Democrat","Not very strong","Liberal","Somewhat liberal","Bachelor",4,4,4,5,5,2,3,4,3,5,2,5,"control",5,10,3,"si.opp",5,10,5,2,1,1,4,3.66666666666667
28,"White","Female","Homemaker","$100 000 to $149 999","Democrat","Strong","Liberal","Somewhat liberal","Master",5,5,4,5,5,6,4,4,3,6,4,3,"m.opp",3,3.6,3,"m.opp",4,6.9,5,6,1,0,5,4
46,"White","Female","Homemaker","$40 000 to $59 999","Democrat","Strong","Neither","Neither","Some college",5,5,5,6,6,6,1,4,1,6,1,1,"si.supp",5,9.6,3,"si.opp",5,8.8,5,3,1,0,5.5,2.33333333333333
66,"White","Female","Retired","$80 000 to $99 999","Republican","Not very strong","Neither","Closer to conservatives","High school graduate",6,6,6,5,5,3,1,2,1,1,1,2,"si.opp",1,1.4,3,"control",4,5.8,5,5,0,0,5.16666666666667,1.33333333333333
36,"White","Female","Employed full time","$40 000 to $59 999","Republican","Not very strong","Liberal","Somewhat liberal","Some college",4,4,4,5,6,2,4,5,5,5,4,4,"control",3,5.2,3,"si.opp",3,5.5,5,3,0,0,4.16666666666667,4.5
32,"White","Female","Employed full time","$80 000 to $99 999","Democrat","Strong","Liberal","Very liberal","Bachelor",5,5,5,5,3,4,2,6,6,1,5,5,"control",1,10,3,"si.supp",3,9.7,2,5,1,0,4.5,4.16666666666667
39,"White","Female","Homemaker","$80 000 to $99 999","Republican","Strong","Neither","Neither","High school graduate",5,5,5,6,6,2,1,1,1,3,1,1,"si.supp",4,5,3,"m.supp",5,8.9,5,5,0,0,4.83333333333333,1.33333333333333
49,"White","Male","Employed full time","$100 000 to $149 999","Republican","Not very strong","Conservative","Somewhat conservative","Associate degree",3,4,4,6,4,2,2,5,2,6,2,4,"control",4,7.7,3,"m.opp",3,5.8,5,6,0,1,3.83333333333333,3.5
24,"White","Female","Employed full time","$20 000 to $39 999","Something else","Closer to the Democratic Party","Liberal","Very liberal","Bachelor",5,4,5,6,6,6,2,4,2,3,2,1,"si.opp",5,8,3,"si.supp",5,8.8,5,2,0,0,5.33333333333333,2.33333333333333
18,"Hispanic or Latino","Female","Retired","$80 000 to $99 999","Republican","Strong","Liberal","Very liberal","Some college",4,1,3,6,2,5,2,2,4,2,1,4,"m.opp",3,1,3,"control",2,4.8,2,5,0,0,3.5,2.5
66,"White","Female","Retired","$20 000 to $39 999","Democrat","Strong","Liberal","Somewhat liberal","Associate degree",2,1,6,5,5,5,2,5,2,6,1,5,"m.supp",5,10,3,"si.supp",5,8.9,5,2,1,0,4,3.5
63,"White","Male","Retired","$40 000 to $59 999","Independent","Closer to the Republican Party","Conservative","Somewhat conservative","Bachelor",2,3,4,3,5,1,3,4,4,6,3,4,"m.opp",1,1.1,3,"m.supp",1,1.3,1,3,0,1,3,4
56,"Other","Male","Employed part time","$40 000 to $59 999","Independent","Neither","Conservative","Somewhat conservative","Associate degree",6,6,6,5,1,6,3,3,4,6,2,2,"m.opp",4,7.5,3,"control",4,7.6,5,3,0,1,5,3.33333333333333
55,"White","Male","Employed full time","$40 000 to $59 999","Republican","Strong","Conservative","Somewhat conservative","High school graduate",4,4,5,4,6,5,2,3,4,6,2,2,"m.supp",4,5.5,3,"m.opp",2,2.7,5,3,0,1,4.66666666666667,3.16666666666667
47,"White","Male","Employed full time","$100 000 to $149 999","Democrat","Strong","Liberal","Very liberal","Bachelor",5,5,6,6,6,1,1,6,4,6,1,1,"control",5,10,3,"m.supp",1,3.9,5,6,1,1,4.83333333333333,3.16666666666667
43,"White","Male","Employed part time","$40 000 to $59 999","Republican","Strong","Conservative","Somewhat conservative","High school graduate",4,4,3,4,6,4,2,3,3,6,4,3,"control",1,1,3,"si.supp",3,5.6,5,3,0,1,4.16666666666667,3.5
35,"White","Male","Employed full time","$100 000 to $149 999","Independent","Neither","Neither","Neither","Bachelor",3,3,3,6,6,6,4,6,4,1,1,1,"m.opp",5,5.5,3,"si.opp",5,5.5,1,6,0,1,4.5,2.83333333333333
72,"White","Male","Employed part time","$40 000 to $59 999","Democrat","Not very strong","Liberal","Somewhat liberal","Bachelor",5,5,5,6,6,5,2,4,2,5,2,3,"m.opp",4,5.6,3,"m.opp",1,2.2,5,3,1,1,5.33333333333333,3
42,"White","Male","Employed full time","$150 000 or more","Democrat","Not very strong","Liberal","Somewhat liberal","Bachelor",4,5,6,5,5,2,2,5,4,3,4,5,"m.supp",4,8.2,3,"si.supp",4,7.4,5,7,1,1,4.5,3.83333333333333
46,"White","Male","Employed full time","$40 000 to $59 999","Republican","Strong","Neither","Neither","High school graduate",6,6,6,6,6,6,1,3,1,1,1,1,"control",4,5.5,3,"si.opp",3,4.2,5,3,0,1,6,1.33333333333333
29,"White","Male","Employed full time","$60 000 to $79 999","Republican","Not very strong","Conservative","Somewhat conservative","Some college",1,1,1,2,3,4,2,5,2,1,1,4,"control",3,5.6,4,"si.supp",3,6.3,4,4,0,1,2,2.5
44,"White","Male","Employed full time","$150 000 or more","Democrat","Strong","Liberal","Very liberal","Professional degree",6,6,6,6,6,1,4,4,5,6,4,2,"si.opp",4,7.8,3,"m.supp",5,9,5,7,1,1,5.16666666666667,4.16666666666667
32,"White","Male","Employed full time","$100 000 to $149 999","Independent","Closer to the Democratic Party","Neither","Closer to liberals","Master",4,4,4,5,6,5,1,5,2,5,3,4,"si.supp",5,8.7,3,"m.opp",4,5.9,5,6,0,1,4.66666666666667,3.33333333333333
18,"White","Male","Student","$20 000 to $39 999","Republican","Strong","Conservative","Very conservative","11th grade",4,5,4,5,6,3,4,6,4,5,4,4,"si.supp",1,1,3,"si.supp",1,1,5,2,0,1,4.5,4.5
40,"White","Male","Employed part time","$150 000 or more","Democrat","Strong","Liberal","Very liberal","Master",6,5,5,6,6,6,1,1,1,1,4,6,"si.opp",5,10,3,"si.supp",5,10,5,7,1,1,5.66666666666667,2.33333333333333
54,"White","Male","Retired","$60 000 to $79 999","Independent","Closer to the Democratic Party","Liberal","Somewhat liberal","11th grade",5,3,4,4,4,5,2,2,4,4,4,4,"m.opp",3,2.6,3,"si.opp",4,3,4,4,0,1,4.16666666666667,3.33333333333333
84,"White","Male","Retired","$60 000 to $79 999","Republican","Strong","Neither","Neither","Some college",3,3,3,5,6,2,1,6,3,6,1,2,"si.supp",4,6.4,3,"m.supp",3,5.4,5,4,0,1,3.66666666666667,3.16666666666667
